,playerid,Name,Team,pr,rank,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,WHIP,ERA,SVHD
373,15082,Adam Engel,CHW,-0.863070974,310,NA,-0.035590879,-0.082840169,-0.132210236,-0.158275573,-0.302229469,-0.151924647,NA,NA,NA,NA,NA,NA
1062,21656,Kervin Castro,SFG,-0.875875718,414,NA,NA,NA,NA,NA,NA,NA,-0.424499365,-0.571098736,-0.415897167,0.25463704,0.818565531,-0.53758302
331,14677,Duane Underwood Jr.,PIT,-0.905851054,415,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.073576733,-0.634728332,-0.461916274,0.78436916
153,12760,Rafael Montero,HOU,-0.91042445,416,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.571098736,-0.373107113,0.165700503,0.214909823,-0.008802148
1135,25379,Sammy Long,SFG,-0.912944957,417,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.333458369,-0.308922032,0.343573577,0.196617226,-0.53758302
51,11038,Kevin Kiermaier,TBR,-0.915976401,311,NA,0.343182023,-0.384442727,0.147067829,0.09088223,-0.392565872,-0.720099884,NA,NA,NA,NA,NA,NA
757,19249,Seranthony Domínguez,PHI,-0.916114573,418,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.223341923,-0.012172572,-0.22411251,0.387783506
1209,5224,Blake Parker,STL,-0.916682577,419,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.330317059,0.165700503,0.23320242,-0.140997366
964,20242,Kevin Smith,OAK,-0.937051915,312,NA,-0.070024779,0.118228203,0.007428797,-0.104960242,-0.708743282,-0.178980611,NA,NA,NA,NA,NA,NA
852,19712,Patrick Murphy,WSN,-0.944705062,420,NA,NA,NA,NA,NA,NA,NA,-0.208317899,-0.571098736,-0.180551869,-0.36791872,-0.004601344,0.387783506
440,1581,Sean Doolittle,WSN,-0.947369889,421,NA,NA,NA,NA,NA,NA,NA,-0.294790485,-0.571098736,-0.266131977,0.25463704,-0.589964455,0.519978724
448,15905,Luis Torrens,SEA,-0.949606194,313,NA,-0.311062081,-0.082840169,-0.097300478,-0.202809607,-0.211893067,-0.043700793,NA,NA,NA,NA,NA,NA
573,17285,Justus Sheffield,SEA,-0.961919105,422,NA,NA,NA,NA,NA,NA,NA,0.24566318,0.379462731,0.076188457,-0.901537944,-0.22411251,-0.53758302
878,19800,Wil Crowe,PIT,-0.972957856,423,NA,NA,NA,NA,NA,NA,NA,0.850971286,0.617103098,0.568274081,-1.168347555,-1.303375746,-0.53758302
386,15170,Josh VanMeter,ARI,-0.990294602,314,NA,-0.10445868,-0.183374355,-0.097300478,-0.146197931,-0.482902275,0.023939117,NA,NA,NA,NA,NA,NA
1303,8709,Elvis Andrus,OAK,-1.004041468,315,NA,0.239880322,-0.484976913,-0.027480962,0.07810284,0.194620746,-1.004187503,NA,NA,NA,NA,NA,NA
490,16403,Francisco Mejía,TBR,-1.010213664,316,NA,-0.27662818,-0.283908541,-0.167119994,-0.230332389,0.059116142,-0.111340702,NA,NA,NA,NA,NA,NA
493,16418,Blake Taylor,HOU,-1.043886223,424,NA,NA,NA,NA,NA,NA,NA,-0.208317899,-0.571098736,-0.223341923,-0.812601406,0.251495017,0.519978724
1335,9866,Chaz Roe,,-1.046315062,425,NA,NA,NA,NA,NA,NA,NA,-0.381263072,-0.571098736,-0.24473695,-0.278982183,0.306372809,0.12339307
335,14706,Anthony Banda,PIT,-1.062436456,426,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.116366787,-0.990474481,-0.352160691,0.916564378
313,14523,Pedro Severino,MIL,-1.066182508,317,NA,-0.379929881,-0.082840169,-0.132210236,-0.166080691,-0.166724865,-0.138396665,NA,NA,NA,NA,NA,NA
201,13293,Danny Coulombe,MIN,-1.069301052,427,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.522872303,0.165700503,0.818565531,-0.405387802
1189,4579,Starlin Castro,,-1.074238161,318,NA,-0.724268883,-0.686045285,-0.655856608,-0.639919903,1.323825782,0.308026735,NA,NA,NA,NA,NA,NA
306,14387,Harold Ramirez,CHC,-1.085758644,319,NA,-0.827570583,-0.686045285,-0.760585883,-0.723362345,1.549666789,0.362138662,NA,NA,NA,NA,NA,NA
708,18548,Sam Hentges,CLE,-1.086004763,428,NA,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.140373538,-0.545791795,-0.370453288,0.12339307
444,15855,Wander Suero,,-1.086931674,429,NA,NA,NA,NA,NA,NA,NA,-0.467735658,-0.571098736,-0.437292194,0.343573577,-0.077771733,0.12339307
372,15071,Kyle McGowin,,-1.11423248,430,NA,NA,NA,NA,NA,NA,NA,-0.446117512,-0.571098736,-0.373107113,0.521446652,0.160032031,-0.405387802
1047,21524,Joey Bart,SFG,-1.114917012,320,325,-0.001156979,-0.183374355,0.042338555,-0.076955757,-0.121556664,-0.774211811,NA,NA,NA,NA,NA,NA
1168,3321,Darren O'Day,ATL,-1.117077581,431,NA,NA,NA,NA,NA,NA,NA,-0.813626004,-0.571098736,-0.736822574,0.432510114,0.580761767,-0.008802148
299,14332,Joel Payamps,KCR,-1.136738845,432,NA,NA,NA,NA,NA,NA,NA,-0.294790485,-0.571098736,-0.437292194,0.165700503,0.141739434,-0.140997366
1373,sa3007017,Nolan Gorman,STL,-1.146242485,321,NA,-0.379929881,-0.283908541,-0.306759027,-0.371733192,0.239788948,-0.043700793,NA,NA,NA,NA,NA,NA
334,14696,Keone Kela,ARI,-1.148962658,433,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.715427547,0.699319726,0.635639559,-0.405387802
809,19456,Kyle Funkhouser,DET,-1.149484284,434,NA,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.033398402,-1.435157167,-0.187527316,0.916564378
409,15487,Victor Reyes,DET,-1.150412108,322,NA,-0.27662818,-0.585511099,-0.481307817,-0.382960588,0.917311969,-0.341316393,NA,NA,NA,NA,NA,NA
437,15761,Joe Jiménez,DET,-1.153810243,435,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,0.012003375,-0.190045646,-0.516794066,0.255588288
482,16350,Ryan Borucki,TOR,-1.173395624,436,NA,NA,NA,NA,NA,NA,NA,-0.424499365,-0.571098736,-0.415897167,-0.278982183,0.525883975,-0.008802148
438,15794,Yonathan Daza,COL,-1.184573185,323,NA,-0.517665482,-0.887113657,-0.586037092,-0.442691297,1.549666789,-0.300732447,NA,NA,NA,NA,NA,NA
369,15047,Austin Voth,WSN,-1.190547053,437,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.052181706,-0.278982183,-0.772890427,0.519978724
1409,sa3014430,Max Meyer,MIA,-1.195524087,438,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.095818002,-0.39450214,-0.278982183,0.471006184,-0.53758302
581,17355,Edgar Santana,,-1.196230964,439,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.972167873,0.8771928,0.818565531,-0.405387802
1375,sa3007634,Triston Casas,BOS,-1.207224248,324,NA,-0.517665482,-0.484976913,-0.516217576,-0.506739597,0.239788948,0.578586372,NA,NA,NA,NA,NA,NA
934,20010,Wyatt Mills,SEA,-1.237793175,440,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.886587764,0.699319726,1.001491503,-0.53758302
329,14665,Jandel Gustave,MIL,-1.247271141,441,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.571098736,-0.437292194,-0.012172572,0.141739434,-0.008802148
121,12180,Jorge Alfaro,SDP,-1.249375916,325,NA,-0.17332648,-0.183374355,0.042338555,-0.133941034,-0.121556664,-0.679515939,NA,NA,NA,NA,NA,NA
81,1157,Tommy Hunter,,-1.261833314,442,NA,NA,NA,NA,NA,NA,NA,-0.575826391,-0.571098736,-0.651242466,0.521446652,0.288080212,-0.273192584
265,13807,Kevin Plawecki,BOS,-1.271723668,326,NA,-0.517665482,-0.585511099,-0.446398059,-0.410503143,0.691470962,-0.003116847,NA,NA,NA,NA,NA,NA
485,16375,Oscar Mercado,CLE,-1.285115104,327,NA,-0.10445868,-0.283908541,-0.23693951,-0.196935316,-0.121556664,-0.341316393,NA,NA,NA,NA,NA,NA
994,20422,Jovani Moran,MIN,-1.287060409,443,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.571098736,-0.116366787,-0.36791872,0.379543198,-0.273192584
46,10847,Andrelton Simmons,CHC,-1.299375397,328,NA,0.067710821,-0.585511099,-0.06239072,0.036045643,0.330125351,-1.085355394,NA,NA,NA,NA,NA,NA
616,17719,Steven Duggar,SFG,-1.30035469,329,NA,0.102144721,-0.384442727,-0.097300478,-0.056178379,-0.347397671,-0.517180157,NA,NA,NA,NA,NA,NA
349,14874,Sam Moll,OAK,-1.306486731,444,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,-0.159156842,-0.634728332,0.342958003,-0.140997366
586,17432,Jeff Hoffman,CIN,-1.311323153,445,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.140373538,-0.634728332,-0.663134843,0.387783506
589,17464,Jonathan Hernández,TEX,-1.323647903,446,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.571098736,-0.69403252,0.165700503,0.379543198,0.12339307
194,13183,Zach Davies,ARI,-1.348814322,447,NA,NA,NA,NA,NA,NA,NA,0.915825726,0.617103098,0.332928782,-1.168347555,-1.376546135,-0.669778238
539,16943,Sean Newcomb,ATL,-1.378961963,448,NA,NA,NA,NA,NA,NA,NA,-0.489353805,-0.571098736,-0.39450214,-0.36791872,0.452713586,-0.008802148
1228,5517,Kyle Higashioka,NYY,-1.404615185,330,NA,-0.13889258,0.41983076,0.216887345,-0.197554508,-1.295929901,-0.408956302,NA,NA,NA,NA,NA,NA
298,1433,Wilson Ramos,,-1.40702937,331,NA,-0.758702783,-0.484976913,-0.62094685,-0.641405437,0.872143768,0.226858844,NA,NA,NA,NA,NA,NA
618,17732,Nabil Crismatt,SDP,-1.407204399,449,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.571098736,-0.415897167,0.25463704,0.068569045,-0.405387802
913,19948,Cristian Pache,OAK,-1.409913754,332,NA,0.171012522,-0.082840169,0.077248313,0.006676017,-0.618406879,-0.963603557,NA,NA,NA,NA,NA,NA
381,1514,Oliver Pérez,ARI,-1.415709772,450,NA,NA,NA,NA,NA,NA,NA,-0.705535271,-0.571098736,-0.715427547,0.25463704,0.727102545,-0.405387802
704,18498,Kenta Maeda,MIN,-1.42214838,451,NA,NA,NA,NA,NA,NA,NA,-1.137898204,-0.571098736,-1.100538035,1.677621635,0.379543198,-0.669778238
691,18356,Jaime Barría,LAA,-1.430297988,452,NA,NA,NA,NA,NA,NA,NA,0.483462793,0.617103098,-0.009391652,-0.456855258,-1.394838732,-0.669778238
1337,9927,Brett Gardner,,-1.432981322,333,NA,-0.035590879,-0.283908541,-0.23693951,-0.124323103,-0.573238678,-0.178980611,NA,NA,NA,NA,NA,NA
695,18365,Lewin Díaz,MIA,-1.482046727,334,NA,-0.448797681,-0.082840169,-0.306759027,-0.450886858,-0.392565872,0.19980288,NA,NA,NA,NA,NA,NA
1150,2829,Manny Piña,ATL,-1.482512145,335,NA,-0.379929881,-0.082840169,-0.23693951,-0.341951664,-0.437734074,-0.003116847,NA,NA,NA,NA,NA,NA
614,17710,Matt Beaty,LAD,-1.488301122,336,NA,-0.552099382,-0.585511099,-0.516217576,-0.585658048,0.510798156,0.240386826,NA,NA,NA,NA,NA,NA
1007,20536,Vidal Bruján,TBR,-1.491510466,337,NA,-0.13889258,-0.585511099,-0.376578543,-0.316056763,0.239788948,-0.314260429,NA,NA,NA,NA,NA,NA
491,16408,Victor González,LAD,-1.495786079,453,NA,NA,NA,NA,NA,NA,NA,-0.878480444,-0.571098736,-0.84379771,-0.012172572,0.818565531,-0.008802148
529,16794,Josh James,,-1.495891278,454,NA,NA,NA,NA,NA,NA,NA,-0.597444538,-0.571098736,-0.437292194,0.076763966,0.306372809,-0.273192584
42,10811,Mike Foltynewicz,,-1.500969437,455,NA,NA,NA,NA,NA,NA,NA,0.591553526,0.379462731,0.161768565,-0.36791872,-1.596057301,-0.669778238
1045,21501,Trevor Larnach,MIN,-1.515534435,338,NA,-0.17332648,-0.183374355,-0.167119994,-0.167494938,-0.482902275,-0.341316393,NA,NA,NA,NA,NA,NA
1186,4301,Justin Wilson,CIN,-1.523363067,456,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,-0.09497176,-0.723664869,-0.55337926,0.519978724
1199,4962,Asdrúbal Cabrera,CIN,-1.553464397,339,NA,-0.311062081,-0.283908541,-0.202029752,-0.302309907,-0.302229469,-0.151924647,NA,NA,NA,NA,NA,NA
1456,sa977837,Luke Barker,MIL,-1.560056704,457,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-1.014957927,1.144002412,0.471006184,-0.53758302
1294,8223,Brett Anderson,,-1.564392336,458,NA,NA,NA,NA,NA,NA,NA,0.24566318,0.617103098,-0.373107113,-0.812601406,-0.571671857,-0.669778238
1151,2859,Ross Detwiler,,-1.565578907,459,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.287527005,-0.101109109,-0.059479135,-0.273192584
917,19953,Josh Lowe,TBR,-1.568774151,340,NA,-0.345495981,-0.283908541,-0.306759027,-0.385960469,-0.257061268,0.010411135,NA,NA,NA,NA,NA,NA
1448,sa918088,Tobias Myers,CLE,-1.580905621,460,NA,NA,NA,NA,NA,NA,NA,-0.510971952,-0.095818002,-0.54426733,0.610383189,-0.370453288,-0.669778238
1146,27498,Spencer Strider,ATL,-1.597891946,461,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.333458369,-0.480082249,0.165700503,0.141739434,-0.53758302
124,12249,Ryan Sherriff,PHI,-1.609007522,462,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.571098736,-0.415897167,-0.545791795,0.160032031,0.12339307
267,13836,Matt Duffy,LAA,-1.615839936,341,NA,-0.448797681,-0.786579471,-0.586037092,-0.474285653,1.007648372,-0.327788411,NA,NA,NA,NA,NA,NA
450,15915,Víctor Arano,WSN,-1.616171344,463,NA,NA,NA,NA,NA,NA,NA,-1.09466191,-0.571098736,-1.057747981,1.232938949,0.544176573,-0.669778238
1349,sa3004139,MJ Melendez,KCR,-1.625297565,342,NA,-0.517665482,-0.384442727,-0.411488301,-0.525002304,-0.257061268,0.470362517,NA,NA,NA,NA,NA,NA
1111,23493,Nick Snyder,TEX,-1.643714718,464,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.571098736,-0.69403252,-0.012172572,0.105154239,0.255588288
847,19683,Mike Brosseau,MIL,-1.643839749,343,NA,-0.345495981,-0.283908541,-0.306759027,-0.370689665,-0.347397671,0.010411135,NA,NA,NA,NA,NA,NA
1282,7836,Hunter Strickland,CIN,-1.692197486,465,NA,NA,NA,NA,NA,NA,NA,-0.165081605,-0.571098736,-0.180551869,-0.36791872,-0.663134843,0.255588288
560,17170,Gabe Speier,KCR,-1.700940388,466,NA,NA,NA,NA,NA,NA,NA,-0.510971952,-0.571098736,-0.54426733,-0.012172572,0.342958003,-0.405387802
470,16221,Bradley Zimmer,CLE,-1.738562371,344,NA,0.102144721,-0.183374355,-0.097300478,-0.085796105,-0.889416088,-0.584820066,NA,NA,NA,NA,NA,NA
764,19266,Taylor Widener,ARI,-1.74289991,467,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.333458369,-0.116366787,-0.36791872,-0.772890427,-0.008802148
888,19866,Brandon Bielak,HOU,-1.751233395,468,NA,NA,NA,NA,NA,NA,NA,-0.489353805,-0.571098736,-0.501477276,-0.190045646,0.141739434,-0.140997366
502,16466,Brent Honeywell Jr.,OAK,-1.763434592,469,NA,NA,NA,NA,NA,NA,NA,-0.186699752,-0.333458369,-0.308922032,-0.012172572,-0.516794066,-0.405387802
1256,6785,Andrew Miller,,-1.806878073,470,NA,NA,NA,NA,NA,NA,NA,-0.381263072,-0.571098736,-0.351712086,-0.101109109,-0.260697705,-0.140997366
568,17273,Jorge Mateo,BAL,-1.806990031,345,NA,-0.035590879,-0.384442727,-0.167119994,-0.161507388,-0.257061268,-0.801267775,NA,NA,NA,NA,NA,NA
561,17181,Yoan López,,-1.820618839,471,NA,NA,NA,NA,NA,NA,NA,-0.619062685,-0.571098736,-0.629847439,-0.101109109,-0.022893941,0.12339307
243,13654,Jharel Cotton,MIN,-1.832728224,472,NA,NA,NA,NA,NA,NA,NA,-0.446117512,-0.571098736,-0.415897167,-0.36791872,-0.022893941,-0.008802148
619,17734,Evan Phillips,LAD,-1.832898591,473,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.480082249,-0.278982183,0.324665406,-0.273192584
841,19647,Matt Foster,CHW,-1.833059357,474,NA,NA,NA,NA,NA,NA,NA,-0.597444538,-0.571098736,-0.565662357,0.343573577,-0.169234719,-0.273192584
119,12178,Domingo Tapia,KCR,-1.834168783,475,NA,NA,NA,NA,NA,NA,NA,-0.165081605,-0.571098736,-0.330317059,-1.34622063,-0.205819913,0.78436916
1017,21018,Francisco Perez,WSN,-1.836032639,476,NA,NA,NA,NA,NA,NA,NA,-0.662298978,-0.571098736,-0.587057384,-0.012172572,0.269787614,-0.273192584
1241,6216,Dellin Betances,,-1.837375507,477,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.458687222,-0.012172572,0.031983851,-0.273192584
554,17117,Austin Davis,BOS,-1.845114222,478,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.571098736,-0.266131977,-0.36791872,-0.42533108,0.12339307
790,19350,Dean Kremer,BAL,-1.854163338,479,NA,NA,NA,NA,NA,NA,NA,0.180808741,0.379462731,-0.009391652,-0.545791795,-1.321668343,-0.53758302
596,17536,Ryan Burr,CHW,-1.864751616,480,NA,NA,NA,NA,NA,NA,NA,-0.402881218,-0.571098736,-0.437292194,-0.901537944,0.324665406,0.12339307
597,17548,Taylor Ward,LAA,-1.895423891,346,NA,-0.689834982,-0.585511099,-0.725676124,-0.690305297,0.284957149,0.510946463,NA,NA,NA,NA,NA,NA
170,12890,Alex Claudio,NYM,-1.909270272,481,NA,NA,NA,NA,NA,NA,NA,-0.532590098,-0.571098736,-0.651242466,-0.278982183,0.397835795,-0.273192584
368,15046,Trevor Gott,MIL,-1.952642356,482,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.571098736,-0.330317059,-0.101109109,-0.846060815,0.255588288
814,19482,Andrew Vasquez,TOR,-1.957087939,483,NA,NA,NA,NA,NA,NA,NA,-0.964953031,-0.571098736,-0.865192737,0.25463704,0.727102545,-0.53758302
1391,sa3008605,Kyle Bradish,,-1.966338879,484,NA,NA,NA,NA,NA,NA,NA,-0.229936045,-0.095818002,-0.223341923,-0.545791795,-0.333868094,-0.53758302
1292,8110,Bryan Shaw,CLE,-1.974804946,485,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.330317059,-0.990474481,-0.461916274,0.652173942
644,17932,Andrew Stevenson,WSN,-1.97885139,347,NA,-0.379929881,-0.585511099,-0.446398059,-0.447597454,0.330125351,-0.449540247,NA,NA,NA,NA,NA,NA
17,10200,Tucker Barnhart,DET,-1.992835972,348,340,-0.070024779,-0.283908541,0.077248313,-0.025691887,-0.753911484,-0.936547593,NA,NA,NA,NA,NA,NA
1268,7196,Greg Holland,TEX,-1.997008819,486,NA,NA,NA,NA,NA,NA,NA,-0.467735658,-0.571098736,-0.437292194,-0.812601406,-0.09606433,0.387783506
701,18403,Enyel De Los Santos,CLE,-2.004674818,487,NA,NA,NA,NA,NA,NA,NA,-0.683917125,-0.571098736,-0.608452411,0.25463704,0.141739434,-0.53758302
1420,sa856262,Patrick Ruotolo,SFG,-2.005730731,488,NA,NA,NA,NA,NA,NA,NA,-1.116280057,-0.571098736,-1.079143008,0.699319726,0.599054364,-0.53758302
1095,22458,Taylor Walls,TBR,-2.01707784,349,NA,0.033276921,-0.384442727,-0.132210236,-0.140858322,-0.753911484,-0.638931993,NA,NA,NA,NA,NA,NA
606,17611,Taylor Clarke,KCR,-2.018385528,489,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.39450214,-0.36791872,-0.535086663,0.12339307
972,20298,Jhonathan Diaz,,-2.026422707,490,NA,NA,NA,NA,NA,NA,NA,-0.662298978,-0.571098736,-0.672637493,0.165700503,0.251495017,-0.53758302
992,20395,Nick Margevicius,SEA,-2.031931401,491,NA,NA,NA,NA,NA,NA,NA,-0.489353805,-0.095818002,-0.565662357,-0.101109109,-0.242405108,-0.53758302
828,19583,Sean Poppen,ARI,-2.054713086,492,NA,NA,NA,NA,NA,NA,NA,-0.532590098,-0.571098736,-0.501477276,-0.190045646,0.013691253,-0.273192584
356,14950,Johan Camargo,PHI,-2.060147674,350,NA,-0.620967182,-0.484976913,-0.62094685,-0.605928519,0.194620746,0.078051044,NA,NA,NA,NA,NA,NA
53,11189,Vince Velasquez,CHW,-2.069526915,493,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.095818002,0.012003375,-0.190045646,-1.047279385,-0.669778238
940,20045,Sean Guenther,MIA,-2.079488409,494,NA,NA,NA,NA,NA,NA,NA,-0.748771564,-0.571098736,-0.779612628,0.521446652,-0.09606433,-0.405387802
849,19698,Edward Olivares,KCR,-2.103223097,351,NA,-0.758702783,-0.686045285,-0.760585883,-0.72588255,0.601134559,0.226858844,NA,NA,NA,NA,NA,NA
1386,sa3008371,Konnor Pilkington,CLE,-2.110561085,495,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.736822574,0.165700503,0.3612506,-0.53758302
765,19268,Justin Dunn,CIN,-2.110658901,496,NA,NA,NA,NA,NA,NA,NA,0.094336154,0.141822364,0.05479343,-0.812601406,-0.919231204,-0.669778238
1166,3284,Aníbal Sánchez,WSN,-2.112559983,497,NA,NA,NA,NA,NA,NA,NA,0.656407966,0.617103098,0.204558619,-0.812601406,-2.108250023,-0.669778238
1027,21170,Dany Jiménez,OAK,-2.126774067,498,NA,NA,NA,NA,NA,NA,NA,-0.856862298,-0.571098736,-0.758217601,-0.36791872,0.964906308,-0.53758302
838,19627,Brent Rooker,MIN,-2.127517046,352,NA,-0.414363781,-0.183374355,-0.376578543,-0.418418958,-0.934584289,0.19980288,NA,NA,NA,NA,NA,NA
1010,20617,J.C. Mejía,MIL,-2.162906795,499,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.333458369,-0.09497176,-0.634728332,-0.791183024,-0.273192584
645,17948,Trent Thornton,TOR,-2.164906417,500,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.54426733,-0.012172572,-0.077771733,-0.405387802
1053,21558,Matt Vierling,PHI,-2.169593828,353,NA,-0.620967182,-0.585511099,-0.62094685,-0.597177821,0.420461753,-0.165452629,NA,NA,NA,NA,NA,NA
1378,sa3007876,Brennen Davis,CHC,-2.172216111,354,NA,-0.517665482,-0.484976913,-0.586037092,-0.580390164,-0.257061268,0.253914808,NA,NA,NA,NA,NA,NA
446,15878,Miguel Andújar,NYY,-2.18237571,355,NA,-0.862004483,-0.686045285,-0.830405399,-0.83505846,0.736639163,0.294498753,NA,NA,NA,NA,NA,NA
877,19795,Keegan Thompson,CHC,-2.212784956,501,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.333458369,-0.009391652,-0.812601406,-0.681427441,-0.405387802
930,19996,Dylan Lee,,-2.213921047,502,NA,NA,NA,NA,NA,NA,NA,-1.008189324,-0.571098736,-0.972167873,0.788256263,0.086861642,-0.53758302
818,19522,TJ Friedl,CIN,-2.215938121,356,NA,-0.552099382,-0.585511099,-0.655856608,-0.53280704,0.194620746,-0.084284738,NA,NA,NA,NA,NA,NA
598,17556,Jimmy Herget,LAA,-2.244695772,503,NA,NA,NA,NA,NA,NA,NA,-0.467735658,-0.571098736,-0.458687222,-0.36791872,-0.370453288,-0.008802148
897,19883,Alex Lange,DET,-2.257273865,504,NA,NA,NA,NA,NA,NA,NA,-0.294790485,-0.571098736,-0.266131977,-1.079411018,-0.169234719,0.12339307
224,13499,Tom Murphy,SEA,-2.26775769,357,NA,-0.311062081,0.017694017,-0.132210236,-0.281741518,-1.205593498,-0.354844375,NA,NA,NA,NA,NA,NA
550,17034,Sean Reid-Foley,NYM,-2.274148373,505,NA,NA,NA,NA,NA,NA,NA,-0.532590098,-0.571098736,-0.415897167,-0.545791795,0.196617226,-0.405387802
804,19444,Yohan Ramirez,SEA,-2.274925086,506,NA,NA,NA,NA,NA,NA,NA,-0.597444538,-0.571098736,-0.415897167,-0.723664869,0.306372809,-0.273192584
28,10341,Juan Minaya,,-2.277080436,507,NA,NA,NA,NA,NA,NA,NA,-0.424499365,-0.571098736,-0.373107113,-0.634728332,-0.132649524,-0.140997366
479,16313,Yairo Muñoz,PHI,-2.322823088,358,NA,-1.034173984,-0.987647843,-1.00495419,-1.005607153,1.956180602,-0.24662052,NA,NA,NA,NA,NA,NA
88,11682,Carlos Martínez,,-2.328548777,508,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.095818002,-0.330317059,-0.634728332,-0.608257052,-0.53758302
678,18297,Tyler Kinley,COL,-2.341529797,509,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,-0.009391652,-0.990474481,-1.541179509,0.78436916
815,19487,Devin Smeltzer,MIN,-2.343495104,510,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.822402683,0.699319726,-0.187527316,-0.669778238
103,11902,Hanser Alberto,LAD,-2.343590236,359,NA,-0.896438383,-0.887113657,-0.865315157,-0.839792995,1.459330386,-0.314260429,NA,NA,NA,NA,NA,NA
1414,sa828669,Grant Holmes,OAK,-2.345242189,511,NA,NA,NA,NA,NA,NA,NA,-0.316408632,-0.571098736,-0.373107113,-0.723664869,-0.352160691,-0.008802148
1360,sa3004755,Tyler Freeman,CLE,-2.354073646,360,NA,-1.103041784,-1.088182029,-1.109683464,-1.055757795,1.9110124,0.091579026,NA,NA,NA,NA,NA,NA
395,15290,Austin Pruitt,,-2.356266177,512,NA,NA,NA,NA,NA,NA,NA,-0.792007858,-0.571098736,-0.865192737,0.432510114,-0.022893941,-0.53758302
1117,23796,Ryan Weathers,SDP,-2.359404934,513,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.333458369,-0.480082249,-0.190045646,-0.480208871,-0.53758302
443,15849,Kent Emanuel,PHI,-2.362511743,514,NA,NA,NA,NA,NA,NA,NA,-0.943334884,-0.571098736,-0.972167873,0.076763966,0.452713586,-0.405387802
1138,2608,Jhoulys Chacín,COL,-2.376011424,515,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.333458369,-0.137761815,-1.257284092,-1.504594315,0.78436916
1183,4185,Rafael Dolis,,-2.378381178,516,NA,NA,NA,NA,NA,NA,NA,-0.381263072,-0.571098736,-0.287527005,-1.257284092,-0.004601344,0.12339307
1059,21622,Jake McCarthy,ARI,-2.384166834,361,NA,-0.13889258,-0.384442727,-0.306759027,-0.305677354,-0.663575081,-0.584820066,NA,NA,NA,NA,NA,NA
285,14151,Chris Mazza,TBR,-2.385548411,517,NA,NA,NA,NA,NA,NA,NA,-0.748771564,-0.571098736,-0.758217601,0.165700503,0.196617226,-0.669778238
767,19274,Jacob Webb,,-2.402464674,518,NA,NA,NA,NA,NA,NA,NA,-0.575826391,-0.571098736,-0.565662357,-0.101109109,-0.315575496,-0.273192584
