Name,R/IP,HR/SO,RBI/QS,RC/ERA,AVG/WHIP,OPS/SVHD,pr,ovr_pr,adp,playerid,1B,2B,3B,SS,C,LF,CF,RF,P
Steven Brault,1.392129269,1.033823067,1.35381711,-0.416158373,-1.215163765,-0.675695274,1.472752034,402,,15291,,,,,,,,,P
Anthony Misiewicz,-0.099286951,-0.115606219,-0.493642853,0.171414659,0.488209603,1.521258076,1.472346316,403,,18152,,,,,,,,,P
Wander Franco,0.242397178,-0.189328419,0.128081685,0.227424242,0.949454822,0.104188925,1.462218432,404,261,sa3007033,,,,SS,,,,,
Alec Mills,1.26190826,0.721525299,1.419468502,-0.934390489,-0.334768541,-0.675695274,1.458047757,405,,13834,,,,,,,,,P
Andrew Miller,-0.391036458,-0.276092572,-0.783817444,0.857524785,0.526487656,1.521258076,1.454324043,406,,6785,,,,,,,,,P
Stefan Crichton,-0.253555741,-0.319467262,-0.783817444,0.554614463,0.105429071,2.148959033,1.45216212,407,,16058,,,,,,,,,P
Rich Hill,0.489203112,0.396215124,0.794840098,-0.047556657,0.488209603,-0.675695274,1.445216005,408,,4806,,,,,,,,,P
Tyler Rogers,-0.226331837,-0.423566518,-0.783817444,1.025402794,-0.047683142,1.89787865,1.441882503,409,,15541,,,,,,,,,P
Carter Kieboom,0.578031808,-0.023742149,0.446876387,0.461163043,0.074363143,-0.106679458,1.430012773,410,,19958,,,,,,,,,
Jon Gray,1.631245894,1.246359049,1.680907855,-1.438024517,-1.023773499,-0.675695274,1.421019508,411,,14916,,,,,,,,,P
Trevor Williams,1.082230493,0.582726291,1.266200375,-0.667975387,-0.181656328,-0.675695274,1.405830169,412,,16977,,,,,,,,,P
Jose Alvarado,-0.468170853,-0.171993316,-0.783817444,1.426850208,0.124568098,1.270177693,1.397614385,413,,17780,,,,,,,,,P
Luis Urias,0.512364163,-0.168630136,0.3972861,0.500131515,0.232624404,-0.089809988,1.383966059,414,,16622,,,,,,,,,
Garrett Richards,0.740116763,0.665138202,0.924487096,-0.230032754,-0.105100222,-0.675695274,1.318913811,415,,9784,,,,,,,,,P
Tanner Rainey,-0.30800355,0.266091054,-0.783817444,0.514469722,-0.583575887,2.211729129,1.316893024,416,,17610,,,,,,,,,P
Joely Rodriguez,-0.31072594,-0.167655847,-0.783817444,0.894020004,0.201124204,1.45848798,1.291432957,417,,11487,,,,,,,,,P
Nico Hoerner,0.453992923,-0.52050096,0.276852546,0.288829518,0.996002252,-0.205084704,1.290091574,418,320,21479,,2B,,SS,,,,,
Nick Wittgren,-0.241304985,-0.171993316,-0.783817444,0.233456533,0.717877922,1.521258076,1.275476786,419,,15594,,,,,,,,,P
Daniel Ponce de Leon,0.613071876,0.773574927,0.586265589,-0.025659525,-0.200795355,-0.550155083,1.196302429,420,,16110,,,,,,,,,P
Brandon Crawford,0.490474948,0.141844121,0.666490514,0.456585913,-0.167683492,-0.404706774,1.183005231,421,,5343,,,,,,,,,
Evan Marshall,-0.389675263,-0.388866766,-0.783817444,0.977959009,0.239402257,1.521258076,1.176259869,422,530,12297,,,,,,,,,P
Mauricio Dubon,0.308064823,-0.106535284,0.198924952,0.239133725,0.828431505,-0.300678372,1.167341349,423,,16530,,,,,,,,,
Asdrubal Cabrera,-0.071348237,-0.023742149,0.177671972,0.059554682,0.521218468,0.503433065,1.166787802,424,,4962,,,,,,,,,
Ty Buttrey,-0.297113988,-0.237055351,-0.783817444,0.696945819,0.50734863,1.270177693,1.156485359,425,507,14719,,,,,,,,,P
Manuel Margot,0.453992923,-0.106535284,0.156418992,0.261351439,0.474671039,-0.098244723,1.141654385,426,322,14712,,,,,,LF,CF,RF,
MacKenzie Gore,0.077668427,0.183679143,0.468672644,0.576511595,0.50734863,-0.675695274,1.138185164,427,358,sa3005068,,,,,,,,,P
Jake Arrieta,1.207460452,0.595738698,1.396570427,-0.675274431,-0.717549073,-0.675695274,1.131250799,428,317,4153,,,,,,,,,P
Cal Quantrill,0.965621436,0.626100981,0.671823192,-0.61688208,-0.181656328,-0.361844796,1.103162405,429,,19312,,,,,,,,,P
Felix Pena,-0.144660125,-0.033194307,-0.503443147,0.178713703,0.50734863,1.081867406,1.08663216,430,,13403,,,,,,,,,P
Tim Hill,-0.486320123,-0.475616146,-0.783817444,1.470644471,0.775295002,0.57970664,1.079892401,431,,16814,,,,,,,,,P
Chad Kuhl,1.1652634,0.908036466,1.259128154,-0.631480168,-0.947217392,-0.675695274,1.078035186,432,440,14975,,,,,,,,,P
Jon Lester,1.370803877,0.825624555,1.540278382,-1.171609415,-0.813244206,-0.675695274,1.076157919,433,,4930,,,,,,,,,P
Franchy Cordero,0.286175608,0.203938973,0.248515239,0.105002487,-0.065279146,0.29537626,1.073729421,434,,14567,,,,,,,,,
Garrett Cooper,-0.151608692,-0.106535284,-0.056110809,-0.041878246,0.874978934,0.542795164,1.061641067,435,,15279,,,,,,,,,
Josh Fuentes,0.191322343,-0.085837,0.298105526,0.157156014,0.707408187,-0.216331018,1.051824051,436,,16885,,,,,,,,,
Isiah Kiner-Falefa,0.731256313,-0.458406109,0.163503319,0.532618483,0.688789215,-0.607140423,1.050620799,437,,16512,,,,,,,,,
Kyle Freeland,1.850398323,1.012135722,1.791618722,-1.375982644,-1.559666243,-0.675695274,1.042808606,438,,16256,,,,,,,,,P
Tanner Roark,1.298206799,0.829962024,1.495518011,-1.302992205,-0.602714913,-0.675695274,1.042284442,439,,8753,,,,,,,,,P
David Dahl,0.286175608,0.224637257,0.241430912,0.222963065,0.037125199,0.00578368,1.018115721,440,,13744,,,,,,,,,
Miguel Castro,-0.247203497,-0.124281157,-0.783817444,1.025402794,0.124568098,1.01909731,1.013766104,441,408,15684,,,,,,,,,P
Sam Hilliard,0.439400113,0.617904649,0.368948793,0.243919769,-0.595919845,-0.072940517,1.001312961,442,,17954,,,,,,,,,
Buster Posey,0.198618748,-0.437707825,0.170587645,0.326385987,0.921526364,-0.182592077,0.996818842,443,242,9166,,,,,C,,,,
Michael Wacha,0.933860215,0.678150609,1.115747318,-0.569438295,-0.487880754,-0.675695274,0.994743819,444,,14078,,,,,,,,,P
Freddy Galvis,0.483178543,0.348826959,0.538972634,0.398487172,-0.19561195,-0.590270952,0.983582407,445,,6609,,,,,,,,,
Martin Perez,1.696129533,0.895024059,1.759917028,-1.222702723,-1.502249164,-0.675695274,0.950423459,446,537,6902,,,,,,,,,P
Joe Smith,-0.536230614,-0.558028057,-0.783817444,0.77358578,1.215492614,0.830787023,0.941789302,447,,3281,,,,,,,,,P
Chris Flexen,0.344008956,0.409227531,0.346421924,0.145868006,0.296819337,-0.612925179,0.929420575,448,,13896,,,,,,,,,P
Yoshitomo Tsutsugo,0.081876268,0.390223527,0.206009279,0.127191758,-0.512134472,0.627142517,0.920308877,449,,27459,,,,,,,,,
Michael Lorenzen,0.779591424,0.695500485,0.26547377,-0.000112872,-0.334768541,-0.487384987,0.918299279,450,331,14843,,,,,,,,,P
Wilson Ramos,-0.326722412,-0.189328419,-0.006520522,-0.04841625,1.200810942,0.275695211,0.90551855,451,299,1433,,,,,C,,,,
Austin Nola,0.169433128,-0.127233568,0.283936873,0.201872664,0.325719263,0.045145778,0.898874137,452,196,15941,,,,,C,,,,
Wade Miley,1.237860478,0.769237458,1.33034125,-0.631480168,-1.138607658,-0.675695274,0.891656086,453,,8779,,,,,,,,,P
Deivi Garcia,0.56951363,0.71718783,0.851810195,-0.551190685,-0.028544115,-0.675695274,0.88308158,454,349,20276,,,,,,,,,P
Tyler Clippard,-0.32887521,-0.228380413,-0.783817444,0.010835694,1.004963321,1.207407597,0.882133546,455,,5640,,,,,,,,,P
Brett Anderson,0.938397532,0.036205197,1.112608442,-0.219084188,-0.315629514,-0.675695274,0.876802193,456,494,8223,,,,,,,,,P
Sean Doolittle,-0.581603787,-0.471278677,-0.783817444,0.11667183,1.196353587,1.395717884,0.872043394,457,,1581,,,,,,,,,P
Mitch Garver,0.081876268,0.328128675,0.106828705,0.010375216,-0.335254239,0.655258302,0.847212927,458,229,15161,,,,,C,,,,
Cristian Javier,0.751006324,0.986110908,0.960416949,-0.803007699,-0.392185621,-0.675695274,0.826645588,459,251,17606,,,,,,,,,P
Adrian Morejon,-0.280779646,-0.06355659,-0.199311552,1.123939887,0.794434029,-0.550155083,0.824571044,460,,20039,,,,,,,,,P
Victor Reyes,0.286175608,-0.479104393,-0.169460036,0.091355376,1.312524774,-0.221954175,0.819537154,461,277,15487,,,,,,LF,CF,RF,
Dylan Floro,-0.303466233,-0.484291084,-0.783817444,0.857524785,0.258541284,1.270177693,0.814669001,462,,13394,,,,,,,,,P
Justin Wilson,-0.395573775,-0.141631033,-0.783817444,0.846576219,0.009733938,1.270177693,0.805465598,463,506,4301,,,,,,,,,P
Mike Foltynewicz,1.116714105,0.738875175,1.320416129,-1.193506547,-0.50701978,-0.675695274,0.799783807,464,,10811,,,,,,,,,P
Marwin Gonzalez,-0.034866212,-0.044440433,0.106828705,0.071835253,0.493290011,0.199782593,0.792429916,465,,5497,,2B,3B,,,,,,
Matt Shoemaker,0.463340403,0.309465744,0.82755194,-0.459952637,0.315958364,-0.675695274,0.780668539,466,,4776,,,,,,,,,P
Leody Taveras,0.709367098,-0.065138717,0.035985438,0.388986978,0.111601087,-0.407518353,0.773283532,467,269,18900,,,,,,,CF,,
Joe Jimenez,-0.321615502,-0.189343192,-0.783817444,-0.018360482,0.564765709,1.521258076,0.772887166,468,,15761,,,,,,,,,P
Sean Murphy,0.184025938,0.328128675,0.149334665,0.135803713,-0.316635267,0.278506789,0.759164514,469,252,19352,,,,,C,,,,
JaCoby Jones,0.643699453,0.369525243,0.319358506,0.341866309,-0.614538817,-0.323170999,0.736739694,470,,14818,,,,,,,,,
Pedro Baez,-0.298928915,-0.293442448,-0.783817444,0.123970874,0.526487656,1.395717884,0.669987608,471,,5420,,,,,,,,,P
Alejandro Kirk,-0.377797247,-0.458406109,-0.360736857,-0.272218751,1.27528683,0.840822479,0.646950345,472,,22581,,,,,,,,,
Cole Hamels,0.64800922,0.448264752,0.967386367,-0.438055505,-0.315629514,-0.675695274,0.634280045,473,531,4972,,,,,,,,,P
Orlando Arcia,0.205915153,0.038352702,0.305189853,0.235558495,0.260552862,-0.418764667,0.626804398,474,,13185,,,,,,,,,
Gregory Polanco,0.337250443,0.638602932,0.581478594,0.278374097,-1.042775171,-0.171345763,0.621585132,475,,12907,,,,,,,,,
Danny Jansen,0.176729533,0.266033824,0.248515239,0.118268698,-0.44696807,0.239144691,0.601723915,476,,16535,,,,,,,,,
Rafael Dolis,-0.276242328,-0.137293564,-0.783817444,0.583810639,-0.315629514,1.521258076,0.592085865,477,,4185,,,,,,,,,P
Sergio Romo,-0.360636431,-0.336817138,-0.783817444,-0.007411916,0.622182789,1.45848798,0.59198784,478,,9817,,,,,,,,,P
Joey Lucchesi,-0.005364481,-0.0201819,0.37483506,0.313746015,0.411653497,-0.487384987,0.587303203,479,,19320,,,,,,,,,P
Kevin Newman,0.235100773,-0.582595812,-0.027773502,0.235047095,1.135644541,-0.421576245,0.57384685,480,366,17696,,2B,,SS,,,,,
Collin McHugh,-0.053913777,0.044880135,-0.736483443,0.339292669,0.583904736,0.391396353,0.569076672,481,,7531,,,,,,,,,P
Shohei Ohtani,0.213787948,0.474289566,0.556764143,0.178713703,-0.181656328,-0.675695274,0.566203758,482,115,19755,,,,,,,,,P
J.B. Wendelken,-0.315263258,-0.185005723,-0.783817444,0.817380043,0.50734863,0.516936544,0.557578793,483,,14506,,,,,,,,,P
John Gant,-0.043024215,-0.106931281,-0.518452984,0.569212551,-0.124239248,0.768016927,0.54458175,484,445,13684,,,,,,,,,P
Aaron Loup,-0.613365009,-0.532003243,-0.783817444,1.196930325,0.603043763,0.642476736,0.513265128,485,620,10343,,,,,,,,,P
Matt Strahm,-0.49085744,-0.436578925,-0.619226964,0.77358578,1.311187747,-0.047994317,0.490115881,486,,13799,,,,,,,,,P
Kevin Pillar,0.140247508,-0.106535284,0.113913032,-0.021840154,0.521218468,-0.165722606,0.481280964,487,363,12434,,,,,,,CF,,
Ryan Braun,-0.348611627,-0.106535284,-0.112785423,-0.264995205,0.595694356,0.703055135,0.465821952,488,348,3410,,,,,,,,RF,
Greg Holland,-0.422797679,-0.336817138,-0.783817444,0.215208923,-0.62185394,2.400039416,0.449962137,489,247,7196,,,,,,,,,P
Rowan Wick,-0.494033562,-0.375854359,-0.783817444,0.864823829,-0.047683142,1.270177693,0.433613015,490,,14646,,,,,,,,,P
Randy Dobnak,0.834039232,0.02319279,0.496082961,-0.09135092,-0.219934381,-0.612925179,0.429104503,491,,23798,,,,,,,,,P
Carson Kelly,-0.042162617,0.162542405,0.170587645,0.093676478,-0.14906452,0.182913122,0.418492513,492,,13620,,,,,,,,,
Michael Fulmer,0.970158754,0.292115868,1.008190249,-0.875998138,-0.334768541,-0.675695274,0.384002917,493,485,13218,,,,,,,,,P
Mychal Givens,-0.249018424,0.014517852,-0.783817444,-0.3541165,0.296819337,1.45848798,0.3828728,494,,10430,,,,,,,,,P
Zack Britton,-0.772171117,-0.800926321,-0.783817444,1.780853836,-0.124239248,1.081867406,0.381567111,495,290,3240,,,,,,,,,P
Darren O'Day,-0.512182832,-0.310792324,-0.783817444,0.525418288,1.004963321,0.454166449,0.377755458,496,354,3321,,,,,,,,,P
Brandon Workman,-0.368349871,-0.115606219,-0.783817444,0.474324981,-0.162517301,1.332947789,0.376981934,497,,11428,,,,,,,,,P
Cody Stashak,-0.345663284,-0.280430041,-0.783817444,-0.007411916,0.985824295,0.705246831,0.273748441,498,,18088,,,,,,,,,P
James McCann,0.220507963,0.348826959,0.35478014,0.121095223,-0.344563725,-0.427199402,0.273447159,499,232,12859,,,,,C,,,,
David Robertson,-0.720899431,-0.445253863,-0.783817444,1.346560725,1.024102348,-0.173534509,0.247157827,500,,8241,,,,,,,,,P
Dylan Moore,0.548846188,0.369525243,0.206009279,0.176685617,-0.828656994,-0.269751009,0.202658325,501,181,18042,,2B,,,,LF,,RF,
Kevin Kiermaier,0.519660568,0.059050986,0.361864466,0.235211268,-0.567991387,-0.441257294,0.166538607,502,361,11038,,,,,,,CF,,
Hanser Alberto,-0.166201502,-0.686087231,-0.374905511,-0.171758654,1.805927529,-0.252881538,0.154093094,503,,11902,,,,,,,,,
Josh Fleming,0.238289462,-0.280430041,0.459646721,0.164115616,0.181985177,-0.612925179,0.150681756,504,,20418,,,,,,,,,P
Adam Kolarek,-0.580242592,-0.792251383,-0.783817444,1.339261681,0.50734863,0.454166449,0.14446534,505,,10843,,,,,,,,,P
Chad Pinder,-0.042162617,0.100447554,0.064322745,-0.050133697,-0.018731717,0.087319455,0.141061722,506,,15191,,,,,,,,,
Keegan Akin,0.942934849,0.895024059,1.055486787,-1.113217064,-0.966356419,-0.675695274,0.138176938,507,425,19362,,,,,,,,,P
Sam Selman,-0.551203761,-0.263080165,-0.783817444,0.985258053,0.105429071,0.642476736,0.13506249,508,,13397,,,,,,,,,P
Dean Kremer,1.10763947,0.895024059,1.195886973,-1.346786469,-1.042912525,-0.675695274,0.133156234,509,,19350,,,,,,,,,P
Matt Moore,1.020069245,0.725862768,1.167391131,-1.427075951,-0.67927102,-0.675695274,0.131280898,510,623,1890,,,,,,,,,P
D.J. Stewart,0.016208623,0.266033824,0.078491398,-0.005871907,-0.633157789,0.402216241,0.123920391,511,,17766,,,,,,,,,
Richard Bleier,-0.495394757,-0.852975949,-0.783817444,1.120290365,0.526487656,0.57970664,0.09429651,512,,7803,,,,,,,,,P
David Phelps,-0.450021584,-0.237055351,-0.783817444,0.357540279,0.373375443,0.830787023,0.090808366,513,,6316,,,,,,,,,P
Lou Trivino,-0.333412527,-0.306454855,-0.783817444,0.638553468,0.162846151,0.705246831,0.082961624,514,,15043,,,,,,,,,P
Jakob Junis,0.458803086,0.201029019,0.51679871,-0.704470607,0.028872965,-0.424614891,0.076418281,515,,13619,,,,,,,,,P
Josh Reddick,-0.042162617,-0.313518122,-0.112785423,-0.01818511,0.6329323,-0.115114194,0.031166834,516,,3892,,,,,,,,,
Andres Gimenez,0.300768418,-0.375612974,-0.077363789,0.008278771,0.483980525,-0.309113107,0.030937844,517,239,19950,,2B,3B,SS,,,,,
Travis Shaw,-0.064051832,0.369525243,0.099744378,0.032517133,-0.800728536,0.376912035,0.013918422,518,399,11982,,,,,,,,,
Yonathan Daza,-0.501836132,-0.851673501,-0.629941272,-0.396561356,2.141069023,0.250391005,0.011447766,519,647,15794,,,,,,,,,
Chris Stratton,-0.079322754,-0.11126875,-0.525962675,-0.266527974,-0.353907567,1.332947789,-0.004041932,520,,13761,,,,,,,,,P
Oscar Mercado,0.497771353,-0.085837,0.128081685,0.147772292,-0.074588632,-0.640879364,-0.027679667,521,,16375,,,,,,,,,
Tyler Matzek,-0.463633536,-0.098256343,-0.783817444,0.945113311,-0.411324647,0.768016927,-0.043901731,522,496,10058,,,,,,,,,P
Adbert Alzolay,0.342647761,0.487301973,0.408089987,-0.346817456,-0.334768541,-0.612925179,-0.056471455,523,,17859,,,,,,,,,P
Daniel Norris,0.080844549,0.005842914,-0.407798285,-0.043907135,0.220263231,0.077545874,-0.067208853,524,453,13475,,,,,,,,,P
Jesse Hahn,-0.392397653,-0.41489158,-0.632462594,0.37943741,-0.468741727,1.45848798,-0.070568163,525,,13287,,,,,,,,,P
Ryan Thompson,-0.400111093,-0.549353119,-0.783817444,0.335643147,0.239402257,1.081867406,-0.076368846,526,,16647,,,,,,,,,P
Daniel Hudson,-0.356099114,-0.19801813,-0.783817444,-0.295724149,-0.162517301,1.709568363,-0.086607775,527,,7146,,,,,,,,,P
Michael Kopech,0.253262609,0.45693969,0.242565927,-0.095000442,-0.334768541,-0.612925179,-0.089925936,528,294,17282,,,,,,,,,P
Austin Slater,-0.180794312,-0.375612974,-0.360736857,-0.171943074,0.53983744,0.455636232,-0.093613545,529,,16153,,,,,,,,,
Oliver Perez,-0.590678422,-0.571040464,-0.783817444,0.485273547,0.717877922,0.642476736,-0.099908126,530,572,1514,,,,,,,,,P
Joey Wendle,0.154840318,-0.52050096,-0.063195136,0.03697065,0.651551272,-0.365344676,-0.105678532,531,314,13853,,2B,3B,SS,,,,,
Brandon Kintzler,-0.359275236,-0.627427561,-0.783817444,0.273601274,-0.028544115,1.395717884,-0.129745198,532,,9939,,,,,,,,,P
Carlos Rodon,0.511889699,0.491639442,0.465885355,-0.558489729,-0.4496027,-0.612925179,-0.151603113,533,622,16137,,,,,,,,,P
Ryan Brasier,-0.362451358,-0.276092572,-0.783817444,-0.047556657,0.354236417,0.956327214,-0.1593544,534,422,5615,,,,,,,,,P
Elias Diaz,-0.253758362,-0.479104393,-0.134038403,-0.104014086,1.005311738,-0.227577332,-0.193180838,535,,11680,,,,,,,,,
Casey Mize,0.56180019,0.192354081,0.78358413,-0.89789527,-0.162517301,-0.675695274,-0.198369445,536,323,20492,,,,,,,,,P
Garrett Hampson,0.125654698,-0.35491469,-0.304062244,-0.025618165,0.530527954,-0.17696892,-0.205381366,537,,19262,,,,,,,,,
Jordan Lyles,1.292308287,0.747550113,1.330421896,-1.857719541,-1.042912525,-0.675695274,-0.206047044,538,,7593,,,,,,,,,P
Joe Kelly,-0.654200865,-0.553690588,-0.783817444,1.087444667,-0.009405089,0.705246831,-0.208422487,539,340,9761,,,,,,,,,P
Ryan Helsley,-0.335227454,-0.276092572,-0.605946055,0.383086932,-0.085961195,0.705246831,-0.214893512,540,,18138,,,,,,,,,P
Tommy Kahnle,-1.384708962,-1.178286124,-0.783817444,1.923185192,1.693968279,-0.487384987,-0.217044047,541,467,11384,,,,,,,,,P
Matt Carpenter,0.256989988,0.121145838,0.071407072,0.13594121,-1.061394143,0.247579426,-0.228330609,542,352,8090,,,3B,,,,,,
Wander Suero,-0.363812554,-0.289104979,-0.783817444,0.200610835,0.27768031,0.705246831,-0.253197,543,601,15855,,,,,,,,,P
Tyler Webb,-0.401472288,-0.449591332,-0.783817444,0.452427849,0.33509739,0.57970664,-0.267649184,544,,14974,,,,,,,,,P
Michael Feliz,-0.380600628,-0.163318378,-0.783817444,-0.09135092,-0.124239248,1.270177693,-0.273148925,545,,11903,,,,,,,,,P
Kurt Suzuki,-0.392390057,-0.272121555,-0.112785423,-0.305495813,0.549146926,0.256014162,-0.27763176,546,,8259,,,,,,,,,
Yadier Molina,-0.137015882,-0.292819838,0.099744378,-0.041920533,0.614313328,-0.519981491,-0.277680039,547,240,7007,,,,,C,,,,
Kyle Wright,0.56180019,0.383202717,0.645831299,-0.594984948,-0.717549073,-0.612925179,-0.334624994,548,469,19665,,,,,,,,,P
Genesis Cabrera,-0.436409631,-0.24139282,-0.517186194,0.685997253,0.220263231,-0.047994317,-0.336722478,549,,17490,,,,,,,,,P
Tony Watson,-0.539406736,-0.696827065,-0.783817444,0.229807011,0.622182789,0.830787023,-0.337274422,550,,3132,,,,,,,,,P
Scott Kingery,0.322657633,0.183240689,0.220177932,0.100445673,-0.605229331,-0.567778324,-0.346485729,551,,17975,,,,,,,,,
Mike Leake,0.542289725,-0.237055351,0.892030467,-0.89789527,0.028872965,-0.675695274,-0.347452738,552,,10130,,,,,,,,,P
Dexter Fowler,0.373732468,0.162542405,0.262683892,0.141268306,-0.968299283,-0.323170999,-0.35124321,553,,4062,,,,,,,,,
Yan Gomes,-0.195387122,-0.003043865,0.021816785,-0.119701522,-0.046660174,-0.019520527,-0.362496426,554,,9627,,,,,,,,,
Ryan Jeffers,-0.261054767,-0.065138717,-0.211965996,-0.202538864,0.24193389,0.13230471,-0.366459744,555,,24618,,,,,,,,,
Brett Martin,-0.28985428,-0.358504483,-0.783817444,0.576511595,-0.219934381,0.705246831,-0.370352162,556,,17369,,,,,,,,,P
Ryan Borucki,-0.219979593,-0.276092572,-0.468467231,0.15316705,-0.181656328,0.57970664,-0.413322033,557,,16350,,,,,,,,,P
Antonio Senzatela,1.788237075,0.660800733,1.775668786,-2.00734994,-1.961585802,-0.675695274,-0.419924422,558,,15488,,,,,,,,,P
Craig Stammen,-0.699574039,-0.748876693,-0.783817444,0.930515224,0.985824295,-0.110764413,-0.426693071,559,,7274,,,,,,,,,P
Daniel Vogelbach,-0.421575677,-0.023742149,-0.282809264,-0.29244581,-0.44696807,1.040444549,-0.42709642,560,,14130,,,,,,,,,
Alex Claudio,-0.442308144,-0.774901507,-0.783817444,0.722492473,0.048011991,0.768016927,-0.462505704,561,,12890,,,,,,,,,P
Austin Gomber,0.803639206,0.660800733,0.940000245,-1.065773279,-1.157746685,-0.675695274,-0.494775054,562,474,16561,,,,,,,,,P
Eric Yardley,-0.250379619,-0.549353119,-0.783817444,0.6604506,-0.105100222,0.516936544,-0.51126326,563,,15538,,,,,,,,,P
Erik Swanson,-0.464994731,-0.388866766,-0.571681955,-0.178939447,0.909268188,0.14031597,-0.55489874,564,,16587,,,,,,,,,P
Niko Goodrum,0.293472013,0.059050986,0.191840625,0.125302312,-0.754181106,-0.472184657,-0.556699826,565,,12092,,,,,,,,,
Kendall Graveman,-0.233591545,-0.488628553,-0.55919169,-0.24098132,-0.124239248,1.081867406,-0.564764951,566,624,15514,,,,,,,,,P
Luis Garcia,-0.093237452,-0.561897528,-0.197797343,-0.18444382,1.061168653,-0.609952001,-0.586159491,567,,20391,,,,,,,,,
Andrew Vaughn,0.176729533,0.017654419,0.163503319,0.06595143,-0.521443958,-0.491865706,-0.589470964,568,288,sa3011226,1B,,,,,,,,
Chase Anderson,0.339471639,0.244403709,-0.113615572,-0.693522041,0.239402257,-0.612925179,-0.596785187,569,490,6895,,,,,,,,,P
Brad Miller,-0.268351172,0.038352702,-0.098616769,-0.235149488,-0.661086247,0.627142517,-0.597708456,570,398,12775,,,3B,,,,,,
Josh Staumont,-0.183681054,0.15331686,-0.653806257,0.076527089,-1.57880527,1.584028171,-0.602420461,571,,18335,,,,,,,,,P
Joe Ross,0.824964598,0.417902469,1.02340716,-1.233651288,-0.966356419,-0.675695274,-0.609428755,572,477,12972,,,,,,,,,P
Jordan Luplow,-0.297536792,-0.168630136,-0.26864061,-0.269094621,-0.14906452,0.542795164,-0.610171515,573,539,16424,,,,,,LF,,,
David Bote,-0.122423072,-0.065138717,0.071407072,-0.126582806,-0.456277556,0.073261562,-0.625753517,574,,14593,,,,,,,,,
Tyler Alexander,-0.162809394,-0.367179421,-0.368307479,-0.383312676,0.622182789,0.014775779,-0.644650402,575,,17735,,,,,,,,,P
Josh James,-0.690499404,-0.345492076,-0.604283127,0.915917136,0.373375443,-0.2990747,-0.650056728,576,,16794,,,,,,,,,P
Myles Straw,0.607217428,-0.893070069,-0.176544363,0.17423859,0.521218468,-0.885486689,-0.652426635,577,329,17620,,,,,,,CF,,
Brett Gardner,-0.005680592,-0.189328419,-0.254471957,-0.160432856,-0.279397323,0.227898377,-0.66141277,578,303,9927,,,,,,LF,CF,,
Justin Dunn,0.819066085,0.600076167,0.989997509,-1.365034078,-1.042912525,-0.675695274,-0.674502116,579,426,19268,,,,,,,,,P
Nicky Lopez,0.432103708,-0.727483798,0.021816785,0.257594342,0.316409778,-0.978268778,-0.677827964,580,,19339,,,,,,,,,
Reynaldo Lopez,0.398456765,0.19669155,0.180642266,-0.821255309,-0.085961195,-0.550155083,-0.681581006,581,454,16400,,,,,,,,,P
Spencer Howard,-0.046200338,0.005842914,0.340987694,-0.386962198,0.067151018,-0.675695274,-0.694876184,582,,23252,,,,,,,,,P
Noe Ramirez,-0.326152819,-0.228380413,-0.783817444,-0.270177496,0.201124204,0.705246831,-0.702157136,583,,12800,,,,,,,,,P
Matt Andriese,-0.167346711,-0.137293564,-0.783817444,-0.423457417,-0.028544115,0.830787023,-0.709672229,584,,12022,,,,,,,,,P
Tim Locastro,-0.027569807,-0.665388947,-0.502423391,-0.221680952,0.595694356,0.081696298,-0.739672443,585,,15124,,,,,,,,,
Scott Oberg,-0.514905222,-0.497303491,-0.783817444,0.262652708,-0.105100222,0.893557119,-0.744916552,586,,13911,,,,,,,,,P
Patrick Sandoval,-0.24266618,-0.193680661,-0.327872114,0.383086932,0.162846151,-0.550155083,-0.768440954,587,,19447,,,,,,,,,P
Aledmys Diaz,-0.406982867,-0.292819838,-0.353652531,-0.410111445,0.474671039,0.219463642,-0.769432001,588,584,15937,,2B,,,,,,,
Colton Welker,-0.910434812,-0.748182082,-0.778712133,-0.718501638,1.66628524,0.714301449,-0.775243976,589,526,sa917962,,,,,,,,,
Daniel Bard,-0.377424506,-0.271755103,-0.783817444,-0.715419173,-1.042912525,2.400039416,-0.791289334,590,293,7115,,,,,,,,,P
Ryan Tepera,-0.505830587,-0.401879173,-0.783817444,0.328344103,0.028872965,0.516936544,-0.817373592,591,,10291,,,,,,,,,P
Christian Arroyo,-0.501836132,-0.437707825,-0.396158491,-0.444165636,0.6329323,0.261637319,-0.885298466,592,,16434,,,,,,,,,
Aaron Sanchez,0.620785316,0.313803213,0.623939284,-0.481849768,-1.349136951,-0.612925179,-0.885384085,593,641,11490,,,,,,,,,P
Anibal Sanchez,0.717430176,0.305128275,1.005235599,-1.580355873,-0.660131993,-0.675695274,-0.88838909,594,633,3284,,,,,,,,,P
Blake Parker,-0.572529153,-0.41489158,-0.783817444,0.007186172,0.603043763,0.265856161,-0.89515208,595,,5224,,,,,,,,,P
Andrew Kittredge,-0.977711594,-0.913700515,-0.783817444,1.14948654,1.043241374,-0.424614891,-0.90711653,596,,12828,,,,,,,,,P
Trevor Cahill,0.108068453,-0.002832024,0.125135207,-0.251929886,-0.411324647,-0.487384987,-0.920267885,597,,6249,,,,,,,,,P
James Hoyt,-0.575705275,-0.471278677,-0.783817444,0.609357293,-0.296490488,0.57970664,-0.938227951,598,,14605,,,,,,,,,P
