playerid,me,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,ERA,WHIP,SVHD,Year
17932,Andrew Stevenson,-1.97885139,,-0.379929881,-0.585511099,-0.446398059,-0.447597454,0.330125351,-0.449540247,,,,,,,2022
10200,Tucker Barnhart,-1.992835972,340,-0.070024779,-0.283908541,0.077248313,-0.025691887,-0.753911484,-0.936547593,,,,,,,2022
7196,Greg Holland,-1.997008819,,,,,,,,-0.467735658,-0.571098736,-0.437292194,-0.09606433,-0.812601406,0.387783506,2022
18403,Enyel De Los Santos,-2.004674818,,,,,,,,-0.683917125,-0.571098736,-0.608452411,0.141739434,0.25463704,-0.53758302,2022
sa856262,Patrick Ruotolo,-2.005730731,,,,,,,,-1.116280057,-0.571098736,-1.079143008,0.599054364,0.699319726,-0.53758302,2022
22458,Taylor Walls,-2.01707784,,0.033276921,-0.384442727,-0.132210236,-0.140858322,-0.753911484,-0.638931993,,,,,,,2022
17611,Taylor Clarke,-2.018385528,,,,,,,,-0.273172339,-0.571098736,-0.39450214,-0.535086663,-0.36791872,0.12339307,2022
20298,Jhothan Diaz,-2.026422707,,,,,,,,-0.662298978,-0.571098736,-0.672637493,0.251495017,0.165700503,-0.53758302,2022
20395,Nick Margevicius,-2.031931401,,,,,,,,-0.489353805,-0.095818002,-0.565662357,-0.242405108,-0.101109109,-0.53758302,2022
19583,Sean Poppen,-2.054713086,,,,,,,,-0.532590098,-0.571098736,-0.501477276,0.013691253,-0.190045646,-0.273192584,2022
14950,Johan Camargo,-2.060147674,,-0.620967182,-0.484976913,-0.62094685,-0.605928519,0.194620746,0.078051044,,,,,,,2022
11189,Vince Velasquez,-2.069526915,,,,,,,,-0.078609019,-0.095818002,0.012003375,-1.047279385,-0.190045646,-0.669778238,2022
20045,Sean Guenther,-2.079488409,,,,,,,,-0.748771564,-0.571098736,-0.779612628,-0.09606433,0.521446652,-0.405387802,2022
19698,Edward Olivares,-2.103223097,,-0.758702783,-0.686045285,-0.760585883,-0.72588255,0.601134559,0.226858844,,,,,,,2022
sa3008371,Konnor Pilkington,-2.110561085,,,,,,,,-0.792007858,-0.571098736,-0.736822574,0.3612506,0.165700503,-0.53758302,2022
19268,Justin Dunn,-2.110658901,,,,,,,,0.094336154,0.141822364,0.05479343,-0.919231204,-0.812601406,-0.669778238,2022
3284,Aníbal Sánchez,-2.112559983,,,,,,,,0.656407966,0.617103098,0.204558619,-2.108250023,-0.812601406,-0.669778238,2022
21170,Dany Jiménez,-2.126774067,,,,,,,,-0.856862298,-0.571098736,-0.758217601,0.964906308,-0.36791872,-0.53758302,2022
19627,Brent Rooker,-2.127517046,,-0.414363781,-0.183374355,-0.376578543,-0.418418958,-0.934584289,0.19980288,,,,,,,2022
20617,J.C. Mejía,-2.162906795,,,,,,,,-0.035372726,-0.333458369,-0.09497176,-0.791183024,-0.634728332,-0.273192584,2022
17948,Trent Thornton,-2.164906417,,,,,,,,-0.554208245,-0.571098736,-0.54426733,-0.077771733,-0.012172572,-0.405387802,2022
21558,Matt Vierling,-2.169593828,,-0.620967182,-0.585511099,-0.62094685,-0.597177821,0.420461753,-0.165452629,,,,,,,2022
sa3007876,Brennen Davis,-2.172216111,,-0.517665482,-0.484976913,-0.586037092,-0.580390164,-0.257061268,0.253914808,,,,,,,2022
15878,Miguel Andújar,-2.18237571,,-0.862004483,-0.686045285,-0.830405399,-0.83505846,0.736639163,0.294498753,,,,,,,2022
19795,Keegan Thompson,-2.212784956,,,,,,,,0.029481714,-0.333458369,-0.009391652,-0.681427441,-0.812601406,-0.405387802,2022
19996,Dylan Lee,-2.213921047,,,,,,,,-1.008189324,-0.571098736,-0.972167873,0.086861642,0.788256263,-0.53758302,2022
19522,TJ Friedl,-2.215938121,,-0.552099382,-0.585511099,-0.655856608,-0.53280704,0.194620746,-0.084284738,,,,,,,2022
17556,Jimmy Herget,-2.244695772,,,,,,,,-0.467735658,-0.571098736,-0.458687222,-0.370453288,-0.36791872,-0.008802148,2022
19883,Alex Lange,-2.257273865,,,,,,,,-0.294790485,-0.571098736,-0.266131977,-0.169234719,-1.079411018,0.12339307,2022
13499,Tom Murphy,-2.26775769,,-0.311062081,0.017694017,-0.132210236,-0.281741518,-1.205593498,-0.354844375,,,,,,,2022
17034,Sean Reid-Foley,-2.274148373,,,,,,,,-0.532590098,-0.571098736,-0.415897167,0.196617226,-0.545791795,-0.405387802,2022
19444,Yohan Ramirez,-2.274925086,,,,,,,,-0.597444538,-0.571098736,-0.415897167,0.306372809,-0.723664869,-0.273192584,2022
10341,Juan Miya,-2.277080436,,,,,,,,-0.424499365,-0.571098736,-0.373107113,-0.132649524,-0.634728332,-0.140997366,2022
16313,Yairo Muñoz,-2.322823088,,-1.034173984,-0.987647843,-1.00495419,-1.005607153,1.956180602,-0.24662052,,,,,,,2022
11682,Carlos Martínez,-2.328548777,,,,,,,,-0.121845312,-0.095818002,-0.330317059,-0.608257052,-0.634728332,-0.53758302,2022
18297,Tyler Kinley,-2.341529797,,,,,,,,-0.013754579,-0.571098736,-0.009391652,-1.541179509,-0.990474481,0.78436916,2022
19487,Devin Smeltzer,-2.343495104,,,,,,,,-0.792007858,-0.571098736,-0.822402683,-0.187527316,0.699319726,-0.669778238,2022
11902,Hanser Alberto,-2.343590236,,-0.896438383,-0.887113657,-0.865315157,-0.839792995,1.459330386,-0.314260429,,,,,,,2022
sa828669,Grant Holmes,-2.345242189,,,,,,,,-0.316408632,-0.571098736,-0.373107113,-0.352160691,-0.723664869,-0.008802148,2022
sa3004755,Tyler Freeman,-2.354073646,,-1.103041784,-1.088182029,-1.109683464,-1.055757795,1.9110124,0.091579026,,,,,,,2022
15290,Austin Pruitt,-2.356266177,,,,,,,,-0.792007858,-0.571098736,-0.865192737,-0.022893941,0.432510114,-0.53758302,2022
23796,Ryan Weathers,-2.359404934,,,,,,,,-0.338026779,-0.333458369,-0.480082249,-0.480208871,-0.190045646,-0.53758302,2022
15849,Kent Emanuel,-2.362511743,,,,,,,,-0.943334884,-0.571098736,-0.972167873,0.452713586,0.076763966,-0.405387802,2022
2608,Jhoulys Chacín,-2.376011424,,,,,,,,0.072718007,-0.333458369,-0.137761815,-1.504594315,-1.257284092,0.78436916,2022
4185,Rafael Dolis,-2.378381178,,,,,,,,-0.381263072,-0.571098736,-0.287527005,-0.004601344,-1.257284092,0.12339307,2022
21622,Jake McCarthy,-2.384166834,,-0.13889258,-0.384442727,-0.306759027,-0.305677354,-0.663575081,-0.584820066,,,,,,,2022
14151,Chris Mazza,-2.385548411,,,,,,,,-0.748771564,-0.571098736,-0.758217601,0.196617226,0.165700503,-0.669778238,2022
19274,Jacob Webb,-2.402464674,,,,,,,,-0.575826391,-0.571098736,-0.565662357,-0.315575496,-0.101109109,-0.273192584,2022
14553,Nomar Mazara,-2.415617959,,-0.552099382,-0.484976913,-0.446398059,-0.491742257,-0.166724865,-0.273676484,,,,,,,2022
12857,Shawn Armstrong,-2.417504785,,,,,,,,-0.943334884,-0.571098736,-0.886587764,-0.041186538,0.165700503,-0.140997366,2022
17468,Kelvin Gutierrez,-2.41893577,,-0.27662818,-0.484976913,-0.23693951,-0.231366561,-0.211893067,-0.977131539,,,,,,,2022
sa3014421,Cade Cavalli,-2.418978197,,,,,,,,-0.100227166,0.141822364,-0.116366787,-0.772890427,-0.901537944,-0.669778238,2022
20476,Peter Solomon,-2.467398878,,,,,,,,-0.748771564,-0.333458369,-0.736822574,-0.187527316,0.076763966,-0.53758302,2022
4994,Ferndo Abad,-2.470498019,,,,,,,,-0.662298978,-0.571098736,-0.736822574,-0.169234719,-0.190045646,-0.140997366,2022
19614,Cionel Pérez,-2.472062527,,,,,,,,-0.316408632,-0.571098736,-0.24473695,-0.297282899,-0.901537944,-0.140997366,2022
17793,Trey Wingenter,-2.479491737,,,,,,,,-0.683917125,-0.571098736,-0.522872303,-0.461916274,0.165700503,-0.405387802,2022
17292,Javy Guerra,-2.496731829,,,,,,,,-0.683917125,-0.571098736,-0.69403252,-0.041186538,-0.101109109,-0.405387802,2022
sa3011621,Ethan Small,-2.497212049,,,,,,,,-0.402881218,0.141822364,-0.437292194,-0.626549649,-0.634728332,-0.53758302,2022
17888,Tayler Saucedo,-2.50484423,,,,,,,,-0.943334884,-0.571098736,-0.950772845,0.599054364,-0.101109109,-0.53758302,2022
14593,David Bote,-2.506042053,,-0.724268883,-0.484976913,-0.62094685,-0.632119001,-0.257061268,0.213330862,,,,,,,2022
11205,Adam Eaton,-2.513667457,,-0.517665482,-0.686045285,-0.690766366,-0.589662259,0.149452545,-0.178980611,,,,,,,2022
sa3011585,Mitchell Stumpo,-2.519767756,,,,,,,,-1.15951635,-0.571098736,-1.121933063,0.836858128,0.165700503,-0.669778238,2022
sa915822,Zach Logue,-2.527714048,,,,,,,,-0.835244151,-0.333458369,-0.865192737,-0.388745885,0.432510114,-0.53758302,2022
22358,Stephen Ridings,-2.53786686,,,,,,,,-0.964953031,-0.571098736,-0.886587764,0.525883975,-0.36791872,-0.273192584,2022
14773,Yu Chang,-2.543663591,,-0.448797681,-0.384442727,-0.341668785,-0.499367529,-0.528070476,-0.341316393,,,,,,,2022
12680,Ryne Harper,-2.544265442,,,,,,,,-0.467735658,-0.571098736,-0.522872303,-0.608257052,-0.101109109,-0.273192584,2022
17878,Dennis Santa,-2.549977808,,,,,,,,-0.251554192,-0.571098736,-0.266131977,-0.461916274,-0.990474481,-0.008802148,2022
sa918412,Cooper Hummel,-2.55649301,,-0.758702783,-0.686045285,-0.795495641,-0.710223356,-0.076388462,0.470362517,,,,,,,2022
23798,Randy Dobk,-2.558519935,,,,,,,,-0.251554192,-0.095818002,-0.608452411,-0.608257052,-0.456855258,-0.53758302,2022
16609,Bryan Abreu,-2.563599172,,,,,,,,-0.727153418,-0.571098736,-0.629847439,0.452713586,-1.079411018,-0.008802148,2022
14968,Victor Caratini,-2.572845886,,-0.552099382,-0.585511099,-0.446398059,-0.462908636,-0.076388462,-0.449540247,,,,,,,2022
16434,Christian Arroyo,-2.584081947,,-0.724268883,-0.686045285,-0.725676124,-0.725347702,0.239788948,0.037467098,,,,,,,2022
19264,Thomas Hatch,-2.611924051,,,,,,,,-0.640680831,-0.571098736,-0.651242466,-0.242405108,-0.101109109,-0.405387802,2022
19864,Riley Adams,-2.619485577,,-0.379929881,-0.384442727,-0.376578543,-0.392250276,-0.799079685,-0.287204465,,,,,,,2022
4141,Derek Holland,-2.623542422,,,,,,,,-0.510971952,-0.571098736,-0.480082249,-0.242405108,-0.545791795,-0.273192584,2022
9112,Khris Davis,-2.637501311,,-0.620967182,-0.283908541,-0.446398059,-0.587895381,-0.708743282,0.010411135,,,,,,,2022
1177,Albert Pujols,-2.642661527,,-0.724268883,-0.283908541,-0.446398059,-0.643820311,-0.257061268,-0.287204465,,,,,,,2022
18083,Austin Allen,-2.649182407,,-0.586533282,-0.283908541,-0.446398059,-0.508348642,-0.347397671,-0.476596211,,,,,,,2022
7738,Wily Peralta,-2.656771514,,,,,,,,-0.143463459,-0.095818002,-0.415897167,-0.516794066,-1.079411018,-0.405387802,2022
12325,Jace Peterson,-2.662913889,,-0.448797681,-0.585511099,-0.516217576,-0.477785397,-0.347397671,-0.287204465,,,,,,,2022
16159,Jace Fry,-2.664146247,,,,,,,,-0.705535271,-0.571098736,-0.651242466,0.214909823,-0.545791795,-0.405387802,2022
21534,Cal Raleigh,-2.665882059,,-0.448797681,-0.183374355,-0.23693951,-0.412870761,-0.799079685,-0.584820066,,,,,,,2022
16209,Jake Reed,-2.688995971,,,,,,,,-0.662298978,-0.571098736,-0.672637493,-0.187527316,-0.190045646,-0.405387802,2022
sa3004469,Tommy Romero,-2.713506688,,,,,,,,-1.029807471,-0.333458369,-0.9935629,-0.297282899,0.610383189,-0.669778238,2022
12092,Niko Goodrum,-2.71592246,,-0.17332648,-0.183374355,-0.306759027,-0.338857456,-1.115257095,-0.598348048,,,,,,,2022
19789,Anthony Castro,-2.722765687,,,,,,,,-0.921716737,-0.571098736,-0.865192737,0.141739434,-0.101109109,-0.405387802,2022
17485,Albert Abreu,-2.723957844,,,,,,,,-0.251554192,-0.571098736,-0.159156842,-0.608257052,-1.257284092,0.12339307,2022
sa873347,Jhoan Duran,-2.729471387,,,,,,,,-1.051425617,-0.571098736,-1.014957927,0.635639559,-0.190045646,-0.53758302,2022
17759,Angel Perdomo,-2.734691324,,,,,,,,-0.727153418,-0.571098736,-0.501477276,0.105154239,-0.634728332,-0.405387802,2022
14739,Paul Blackburn,-2.737238676,,,,,,,,-0.489353805,-0.333458369,-0.672637493,-0.333868094,-0.634728332,-0.273192584,2022
20036,Isaac Paredes,-2.742879065,,-0.896438383,-0.786579471,-0.900224915,-0.838597113,0.465629955,0.213330862,,,,,,,2022
15507,Hunter Harvey,-2.742999007,,,,,,,,-0.748771564,-0.571098736,-0.758217601,-0.333868094,-0.190045646,-0.140997366,2022
19845,Alexander Wells,-2.749606356,,,,,,,,-0.186699752,-0.333458369,-0.458687222,-1.175327565,-0.190045646,-0.405387802,2022
16623,Greg Allen,-2.756374171,,-0.414363781,-0.786579471,-0.62094685,-0.503476018,0.059116142,-0.490124193,,,,,,,2022
16588,Jothan Holder,-2.761175758,,,,,,,,-0.727153418,-0.571098736,-0.779612628,-0.443623677,0.165700503,-0.405387802,2022
sa3005282,D.L. Hall,-2.768454316,,,,,,,,-0.510971952,0.141822364,-0.415897167,-0.589964455,-0.723664869,-0.669778238,2022
20794,Manuel Rodríguez,-2.769360567,,,,,,,,-0.446117512,-0.571098736,-0.437292194,-0.315575496,-0.990474481,-0.008802148,2022
22217,Luis Campusano,-2.772008534,,-0.862004483,-0.686045285,-0.795495641,-0.750887372,0.284957149,0.037467098,,,,,,,2022
12323,Jacob Barnes,-2.774584571,,,,,,,,-0.683917125,-0.571098736,-0.672637493,-0.205819913,-0.36791872,-0.273192584,2022
22092,Kyle Tyler,-2.791717309,,,,,,,,-0.683917125,-0.571098736,-0.779612628,0.105154239,-0.456855258,-0.405387802,2022
21997,Luis Frías,-2.800573614,,,,,,,,-0.856862298,-0.571098736,-0.822402683,-0.132649524,-0.012172572,-0.405387802,2022
19665,Kyle Wright,-2.805880836,,,,,,,,-0.489353805,-0.095818002,-0.565662357,-0.571671857,-0.545791795,-0.53758302,2022
10756,Shane Greene,-2.809304923,,,,,,,,-0.856862298,-0.571098736,-0.865192737,-0.187527316,0.076763966,-0.405387802,2022
22224,Jon Heasley,-2.822411836,,,,,,,,-0.446117512,-0.333458369,-0.565662357,-0.571671857,-0.36791872,-0.53758302,2022
18674,Jake Woodford,-2.824110976,,,,,,,,0.051099861,-0.333458369,-0.308922032,-0.88264601,-0.812601406,-0.53758302,2022
2900,Roberto Pérez,-2.828049373,,-0.10445868,0.017694017,0.112158071,-0.083755911,-1.657275512,-1.112411357,,,,,,,2022
sa829855,Alex Faedo,-2.831424054,,,,,,,,-1.116280057,-0.571098736,-1.079143008,-0.315575496,0.788256263,-0.53758302,2022
19876,Kevin Ginkel,-2.835900826,,,,,,,,-1.008189324,-0.571098736,-0.950772845,-0.022893941,0.25463704,-0.53758302,2022
21111,Miguel Yajure,-2.838241222,,,,,,,,-0.662298978,-0.333458369,-0.736822574,-0.644842246,0.076763966,-0.53758302,2022
20167,Kyle Muller,-2.847411429,,,,,,,,-0.381263072,-0.095818002,-0.39450214,-0.315575496,-0.990474481,-0.669778238,2022
13397,Sam Selman,-2.849481568,,,,,,,,-0.532590098,-0.571098736,-0.501477276,-0.42533108,-0.545791795,-0.273192584,2022
9388,Josh Tomlin,-2.854507143,,,,,,,,-0.294790485,-0.571098736,-0.522872303,-1.358253537,0.165700503,-0.273192584,2022
16530,Mauricio Dubón,-2.856068404,,-0.793136683,-0.786579471,-0.830405399,-0.777989182,0.646302761,-0.314260429,,,,,,,2022
10322,Danny Santa,-2.862475856,,-0.620967182,-0.484976913,-0.62094685,-0.708486758,-0.302229469,-0.124868684,,,,,,,2022
sa872477,Elehuris Montero,-2.866290149,,-1.137475685,-0.887113657,-1.074773706,-1.059456143,0.646302761,0.646226281,,,,,,,2022
19541,Jimmy Lambert,-2.870539666,,,,,,,,-0.424499365,-0.333458369,-0.415897167,-0.791183024,-0.36791872,-0.53758302,2022
17897,Garrett Cleavinger,-2.881279683,,,,,,,,-0.986571177,-0.571098736,-0.886587764,0.379543198,-0.278982183,-0.53758302,2022
19454,Michael Rucker,-2.882219239,,,,,,,,-0.575826391,-0.571098736,-0.565662357,-0.663134843,-0.101109109,-0.405387802,2022
22487,Johan Oviedo,-2.882644011,,,,,,,,-0.316408632,-0.095818002,-0.437292194,-0.370453288,-1.257284092,-0.405387802,2022
sa913099,Adam Oller,-2.884548326,,,,,,,,-0.597444538,-0.333458369,-0.672637493,-0.55337926,-0.190045646,-0.53758302,2022
27461,Shogo Akiyama,-2.88795474,,-0.483231581,-0.786579471,-0.655856608,-0.522560089,0.239788948,-0.679515939,,,,,,,2022
10855,Chasen Shreve,-2.894722417,,,,,,,,-0.640680831,-0.571098736,-0.629847439,-0.498501468,-0.545791795,-0.008802148,2022
18792,Miguel Del Pozo,-2.89683328,,,,,,,,-0.467735658,-0.571098736,-0.415897167,-0.22411251,-0.812601406,-0.405387802,2022
12858,Brian Goodwin,-2.899307419,,-0.517665482,-0.484976913,-0.516217576,-0.560588251,-0.573238678,-0.24662052,,,,,,,2022
9939,Brandon Kintzler,-2.902752748,,,,,,,,-0.467735658,-0.571098736,-0.651242466,-0.480208871,-0.723664869,-0.008802148,2022
21087,Demarcus Evans,-2.907715049,,,,,,,,-0.402881218,-0.571098736,-0.24473695,-0.42533108,-0.990474481,-0.273192584,2022
16337,Nick Gordon,-2.916155753,,-0.620967182,-0.786579471,-0.690766366,-0.671371873,0.330125351,-0.476596211,,,,,,,2022
20531,Kutter Crawford,-2.9165901,,,,,,,,-0.856862298,-0.333458369,-0.801007656,-0.55337926,0.165700503,-0.53758302,2022
23292,Packy ughton,-2.918160833,,,,,,,,-0.554208245,-0.333458369,-0.715427547,-0.498501468,-0.278982183,-0.53758302,2022
18496,Junior Fernández,-2.960207953,,,,,,,,-0.813626004,-0.571098736,-0.801007656,0.397835795,-0.634728332,-0.53758302,2022
15055,Dom Nuñez,-2.97593063,,-0.345495981,-0.082840169,-0.23693951,-0.375118718,-1.702443713,-0.233092538,,,,,,,2022
18555,Logan Allen,-2.976954094,,,,,,,,-0.165081605,-0.095818002,-0.330317059,-0.900938607,-1.079411018,-0.405387802,2022
20253,Griffin Jax,-2.977492145,,,,,,,,-0.078609019,0.141822364,-0.308922032,-1.559472107,-0.634728332,-0.53758302,2022
17750,Max Schrock,-2.984416602,,-0.689834982,-0.786579471,-0.725676124,-0.703495073,0.330125351,-0.408956302,,,,,,,2022
9013,César Valdez,-2.990941294,,,,,,,,-0.900098591,-0.571098736,-0.907982791,-0.150942121,0.076763966,-0.53758302,2022
16440,James Norwood,-2.996088759,,,,,,,,-1.008189324,-0.571098736,-0.950772845,0.617346961,-0.545791795,-0.53758302,2022
19269,T.J. Zeuch,-2.996891415,,,,,,,,-0.770389711,-0.571098736,-0.886587764,-0.041186538,-0.190045646,-0.53758302,2022
17326,Cole Tucker,-3.003173634,,-0.20776038,-0.585511099,-0.376578543,-0.300840847,-0.663575081,-0.868907684,,,,,,,2022
12984,Jackie Bradley Jr.,-3.008195884,,-0.10445868,-0.283908541,-0.23693951,-0.281332007,-1.205593498,-0.895963648,,,,,,,2022
12510,Curt Casali,-3.008636079,,-0.448797681,-0.283908541,-0.341668785,-0.356160534,-0.979752491,-0.598348048,,,,,,,2022
sa3004047,Gabriel Arias,-3.024207768,,-0.896438383,-0.786579471,-0.900224915,-0.863118947,0.601134559,-0.178980611,,,,,,,2022
8418,Ehire Adrianza,-3.038104156,,-0.586533282,-0.786579471,-0.655856608,-0.61871069,0.059116142,-0.449540247,,,,,,,2022
13185,Orlando Arcia,-3.069471214,,-0.827570583,-0.686045285,-0.830405399,-0.817898504,0.284957149,-0.192508593,,,,,,,2022
14691,Harold Castro,-3.069990212,,-0.620967182,-0.887113657,-0.62094685,-0.637414495,0.781807365,-1.085355394,,,,,,,2022
17338,Willi Castro,-3.070647783,,-0.724268883,-0.786579471,-0.760585883,-0.765550797,0.375293552,-0.408956302,,,,,,,2022
5384,Juan Lagares,-3.105754943,,-0.655401082,-0.786579471,-0.690766366,-0.704785327,0.330125351,-0.598348048,,,,,,,2022
14457,Adam Conley,-3.112561495,,,,,,,,-0.878480444,-0.571098736,-0.886587764,-0.315575496,0.076763966,-0.53758302,2022
19940,Jhon Romero,-3.116494644,,,,,,,,-1.008189324,-0.571098736,-0.9935629,-0.260697705,0.25463704,-0.53758302,2022
22175,Max Kranick,-3.121707155,,,,,,,,-0.424499365,-0.095818002,-0.587057384,-1.065571982,-0.278982183,-0.669778238,2022
6797,Julio Teheran,-3.124593948,,,,,,,,0.094336154,0.379462731,-0.159156842,-1.778983273,-0.990474481,-0.669778238,2022
18769,Cody Poteet,-3.138977061,,,,,,,,-0.640680831,-0.571098736,-0.651242466,-0.370453288,-0.36791872,-0.53758302,2022
21333,Seth Romero,-3.144156885,,,,,,,,-0.986571177,-0.571098736,-0.950772845,0.269787614,-0.36791872,-0.53758302,2022
14681,Andres Machado,-3.144519287,,,,,,,,-0.424499365,-0.571098736,-0.501477276,-0.955816399,-1.079411018,0.387783506,2022
13707,Joey Krehbiel,-3.144902947,,,,,,,,-0.381263072,-0.571098736,-0.39450214,-1.065571982,-0.723664869,-0.008802148,2022
12179,Maikel Franco,-3.155606488,,-0.689834982,-0.484976913,-0.516217576,-0.627055154,-0.347397671,-0.490124193,,,,,,,2022
15291,Steven Brault,-3.168825263,,,,,,,,-0.035372726,-0.095818002,-0.266131977,-1.065571982,-1.168347555,-0.53758302,2022
15906,Lewis Thorpe,-3.169272241,,,,,,,,-0.208317899,-0.095818002,-0.39450214,-1.120449774,-0.812601406,-0.53758302,2022
20153,Nick Nelson,-3.169632384,,,,,,,,-0.338026779,-0.571098736,-0.223341923,-0.150942121,-1.613030241,-0.273192584,2022
22165,Ryan Vilade,-3.172357537,,-0.896438383,-0.887113657,-0.970044431,-0.908779709,0.736639163,-0.24662052,,,,,,,2022
19178,Tommy nce,-3.173652124,,,,,,,,-0.878480444,-0.571098736,-0.84379771,-0.681427441,-0.190045646,-0.008802148,2022
16930,Joh Heim,-3.173663982,,-0.655401082,-0.484976913,-0.516217576,-0.5937944,-0.392565872,-0.530708138,,,,,,,2022
20287,Ben Rortvedt,-3.18679992,,-0.311062081,-0.183374355,-0.23693951,-0.385507048,-1.160425296,-0.90949163,,,,,,,2022
6887,Martín Maldodo,-3.189128175,,0.102144721,0.118228203,0.112158071,-0.065730339,-2.154125728,-1.301803103,,,,,,,2022
10066,Ian Krol,-3.193917946,,,,,,,,-0.748771564,-0.571098736,-0.715427547,0.013691253,-0.634728332,-0.53758302,2022
14503,Reto Núñez,-3.20746466,,-0.930872284,-0.686045285,-0.865315157,-0.893589769,-0.166724865,0.335082699,,,,,,,2022
19330,Matthew Festa,-3.209140472,,,,,,,,-0.986571177,-0.571098736,-0.950772845,-0.150942121,-0.012172572,-0.53758302,2022
sa3006908,Richie Palacios,-3.222478446,,-1.068607884,-0.987647843,-1.074773706,-1.000835094,0.736639163,0.172746917,,,,,,,2022
16980,Daniel Mengden,-3.230781746,,,,,,,,-1.09466191,-0.571098736,-1.121933063,-0.205819913,0.432510114,-0.669778238,2022
21844,Braxton Garrett,-3.247254913,,,,,,,,-0.856862298,-0.333458369,-0.886587764,-0.132649524,-0.36791872,-0.669778238,2022
sa3010303,Nick Mikolajchak,-3.249243456,,,,,,,,-1.051425617,-0.571098736,-1.014957927,-0.150942121,0.076763966,-0.53758302,2022
11713,Matt Harvey,-3.255100632,,,,,,,,-0.251554192,0.141822364,-0.480082249,-1.449716523,-0.545791795,-0.669778238,2022
22036,Angel Rondón,-3.264786485,,,,,,,,-1.029807471,-0.571098736,-1.036352954,-0.077771733,-0.012172572,-0.53758302,2022
sa3011468,Josh Jung,-3.287710408,,-1.103041784,-0.887113657,-1.039863948,-1.022403983,0.510798156,0.253914808,,,,,,,2022
20778,Cristopher Sánchez,-3.308342541,,,,,,,,-0.683917125,-0.571098736,-0.651242466,0.214909823,-1.079411018,-0.53758302,2022
sa3011494,Brandon Williamson,-3.315818788,,,,,,,,-1.008189324,-0.333458369,-0.950772845,-0.608257052,0.25463704,-0.669778238,2022
13911,Scott Oberg,-3.317936928,,,,,,,,-1.051425617,-0.571098736,-1.036352954,0.068569045,-0.190045646,-0.53758302,2022
18027,Hoy Park,-3.321927273,,-0.689834982,-0.786579471,-0.760585883,-0.680525278,-0.211893067,-0.192508593,,,,,,,2022
18376,Connor Overton,-3.332382001,,,,,,,,-1.09466191,-0.571098736,-1.100538035,-0.150942121,0.25463704,-0.669778238,2022
sa917941,Nolan Jones,-3.336980572,,-0.655401082,-0.585511099,-0.690766366,-0.662026462,-0.618406879,-0.124868684,,,,,,,2022
19890,Emmanuel Rivera,-3.351510543,,-0.965306184,-0.786579471,-0.935134673,-0.928443066,0.375293552,-0.111340702,,,,,,,2022
19858,Luis Rengifo,-3.353783531,,-0.655401082,-0.686045285,-0.725676124,-0.702036147,-0.121556664,-0.463068229,,,,,,,2022
21183,Humberto Castellanos,-3.358838149,,,,,,,,-0.727153418,-0.095818002,-0.822402683,-1.120449774,0.076763966,-0.669778238,2022
18,Neftalí Feliz,-3.370671417,,,,,,,,-0.986571177,-0.571098736,-0.929377818,-0.333868094,-0.012172572,-0.53758302,2022
10160,Ryan Weber,-3.39771771,,,,,,,,-0.943334884,-0.571098736,-0.972167873,-0.407038482,0.165700503,-0.669778238,2022
12158,Austin Barnes,-3.408533963,,-0.448797681,-0.484976913,-0.481307817,-0.541911891,-0.799079685,-0.652459975,,,,,,,2022
sa3007778,Ryan Weiss,-3.409016173,,,,,,,,-1.09466191,-0.571098736,-1.079143008,-0.114356927,-0.012172572,-0.53758302,2022
9794,Rex Brothers,-3.410643261,,,,,,,,-0.835244151,-0.571098736,-0.651242466,-0.132649524,-1.079411018,-0.140997366,2022
16929,Touki Toussaint,-3.410756721,,,,,,,,-0.532590098,-0.333458369,-0.501477276,-0.736305232,-0.901537944,-0.405387802,2022
25376,Nick Mears,-3.417243909,,,,,,,,-0.554208245,-0.571098736,-0.501477276,-0.791183024,-0.990474481,-0.008802148,2022
24655,Owen Miller,-3.451006252,,-0.758702783,-0.786579471,-0.725676124,-0.722208645,0.194620746,-0.652459975,,,,,,,2022
19535,Ryan Hendrix,-3.458221648,,,,,,,,-0.532590098,-0.571098736,-0.480082249,-0.699720038,-0.901537944,-0.273192584,2022
sa3008340,Devin Sweet,-3.460653301,,,,,,,,-1.116280057,-0.571098736,-1.079143008,-0.278990302,0.25463704,-0.669778238,2022
18353,Daz Cameron,-3.463729505,,-0.586533282,-0.585511099,-0.690766366,-0.645779742,-0.573238678,-0.381900338,,,,,,,2022
4062,Dexter Fowler,-3.490270861,,-0.448797681,-0.484976913,-0.516217576,-0.511705825,-1.024920692,-0.503652175,,,,,,,2022
20739,Humberto Mejía,-3.495740454,,,,,,,,-0.856862298,-0.333458369,-0.907982791,-0.626549649,-0.101109109,-0.669778238,2022
14663,Chi Chi González,-3.499829823,,,,,,,,0.24566318,-0.333458369,-0.223341923,-0.992401593,-1.790903316,-0.405387802,2022
4972,Cole Hamels,-3.499996882,,,,,,,,-0.792007858,-0.095818002,-0.822402683,-0.663134843,-0.456855258,-0.669778238,2022
11203,Grant Dayton,-3.50418845,,,,,,,,-1.073043764,-0.571098736,-1.036352954,-0.09606433,-0.190045646,-0.53758302,2022
